"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_5933270","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_10910074","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_10910075","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_15146277","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_3983679","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Ministry of Health, Singapore"
"EPI_ISL_357071","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_23847","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_29574","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_118579","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_145321","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_151473","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_234221","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_275266","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_404960","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_12579899","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_16454634","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_15833440","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_15833400","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_18666890","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_122569","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_278007","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_9847988","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_13531226","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_12579909","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_357070","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_161317","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_15833398","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_12579947","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","Monash Medical Centre"
"EPI_ISL_198045","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","NAMRU-2, Cambodia"
"EPI_ISL_356951","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_60916","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_65118","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_65119","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_151493","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_15146285","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_15146281","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_15146284","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_202740","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_219030","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_234147","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_234144","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_234146","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_282630","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_320593","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_395593","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_376960","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_395592","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_395591","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_376961","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_376959","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_510021","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_493141","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_9713659","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_9713660","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_14991266","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_14991259","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_18100542","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_168912","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_278017","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_320594","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_395594","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_14991257","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_15146422","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_233348","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_277560","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_278018","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_9713661","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_14991261","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute for Communicable Disease"
"EPI_ISL_357106","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Health"
"EPI_ISL_357108","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Health"
"EPI_ISL_322739","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Health Research and Development"
"EPI_ISL_322337","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Health Research and Development"
"EPI_ISL_5159635","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_14284828","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159633","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159638","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159640","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159641","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_15146245","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_17264840","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159649","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159652","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159651","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159658","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159659","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159653","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159666","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159675","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159676","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159671","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159672","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_14284824","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_15146252","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159657","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159661","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159670","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_14284822","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_15146200","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159667","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_255445","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_5159677","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology"
"EPI_ISL_2443862","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Institute of Hygiene and Epidemiology (NIHE)"
"EPI_ISL_118652","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Public Health Laboratory"
"EPI_ISL_6424986","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National Public Health Laboratory"
"EPI_ISL_20759","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National University Hospital"
"EPI_ISL_31056","A/H3N2","WHO Collaborating Centre for Reference and Research on Influenza","National University Hospital"
